Unnamed: 0,MathScore,ReadingScore,WritingScore
744,81,80,83
745,75,83,82
746,78,80,81
747,65,70,69
748,64,64,62
749,60,56,50
750,66,78,74
751,80,91,93
752,43,49,44
753,64,73,71
754,89,100,100
755,55,75,65
756,67,63,58
757,50,54,47
758,81,74,69
759,82,88,100
760,52,59,62
761,80,80,87
762,91,79,77
763,44,52,53
764,79,80,87
765,30,45,41
766,45,66,64
767,44,36,28
768,74,92,89
769,60,67,66
770,62,64,66
771,54,66,71
772,59,61,57
773,61,47,48
774,73,68,63
775,64,68,62
776,59,62,59
777,79,89,85
778,39,44,47
779,78,86,87
780,53,49,53
781,27,41,32
782,94,93,92
783,46,56,58
784,56,64,71
785,82,74,69
786,88,76,74
787,62,75,70
788,40,52,46
789,80,83,76
790,80,78,73
791,51,68,64
792,89,92,89
793,64,65,64
794,56,52,44
795,72,81,78
796,67,72,68
797,46,60,54
798,48,47,55
799,51,69,66
800,79,67,69
801,56,50,49
802,67,60,64
803,70,70,70
804,91,87,88
805,61,66,62
806,54,56,59
807,73,70,63
808,33,32,34
809,58,55,58
810,88,89,85
811,32,35,30
812,61,81,78
813,66,68,68
814,65,68,67
815,62,65,72
816,65,72,79
817,57,77,77
818,45,53,52
819,48,46,47
820,62,50,46
821,63,47,52
822,50,58,59
823,51,53,53
824,88,71,76
825,70,79,78
826,83,85,90
827,81,72,76
828,62,84,87
829,61,61,61
830,76,77,66
831,85,86,79
832,64,64,62
833,90,76,78
834,86,92,91
835,66,71,77
836,73,67,68
837,68,72,69
838,33,44,46
839,48,66,61
840,93,83,85
841,65,64,69
842,67,69,78
843,57,46,47
844,31,48,44
845,63,70,69
846,53,62,56
847,69,54,58
848,94,100,100
849,65,57,56
850,71,83,83
851,73,81,82
852,52,54,55
853,78,79,68
854,54,69,65
855,62,59,46
856,79,83,75
857,57,50,49
858,68,70,74
859,76,80,74
860,50,52,50
861,90,88,91
862,53,61,62
863,63,56,63
864,90,84,80
865,96,91,89
866,53,67,68
867,67,65,53
868,70,65,56
869,81,79,76
870,57,56,51
871,100,97,100
872,54,71,71
873,71,73,68
874,80,80,77
875,48,52,48
876,73,60,55
877,56,47,40
878,66,66,60
879,46,68,67
880,38,58,54
881,78,64,60
882,94,86,84
883,34,49,46
884,62,75,74
885,64,68,77
886,44,47,43
887,62,74,75
888,80,71,76
889,87,100,100
890,63,55,60
891,44,49,49
892,88,96,100
893,50,57,52
894,67,78,84
895,70,84,90
896,60,72,68
897,66,64,68
898,52,55,54
899,71,65,61
900,86,87,78
901,29,42,40
902,75,79,74
903,54,75,66
904,78,80,77
905,60,61,56
906,52,57,57
907,89,71,69
908,90,79,76
909,73,60,61
910,40,50,53
911,98,84,85
912,55,59,56
913,52,72,66
914,76,75,76
915,65,73,72
916,66,75,75
917,79,75,77
918,81,88,91
919,85,89,85
920,49,62,67
921,75,65,63
922,62,64,67
923,93,92,89
924,45,46,45
925,72,72,69
926,81,80,84
927,70,74,81
928,69,69,69
929,58,58,58
930,37,55,49
931,58,58,54
932,80,88,81
933,70,79,80
934,64,60,56
935,65,72,82
936,63,68,63
937,86,75,71
938,66,77,78
939,72,72,73
940,43,50,53
941,52,51,44
942,80,75,72
943,89,72,70
944,67,63,64
945,89,75,83
946,67,74,63
947,40,56,49
948,76,78,72
949,73,66,68
950,69,66,65
951,74,78,78
952,81,91,92
953,41,56,54
954,97,92,97
955,62,67,76
956,58,65,65
957,64,62,58
958,62,63,59
959,91,81,77
960,53,68,62
961,49,59,60
962,48,60,49
963,73,75,75
964,43,40,39
965,60,53,59
966,68,70,63
967,72,65,67
968,59,75,72
969,46,40,41
970,87,90,81
971,79,64,72
972,78,80,85
973,91,85,86
974,92,97,97
975,69,65,60
976,92,86,88
977,93,87,94
978,54,56,57
979,83,83,91
980,75,69,69
981,84,90,86
982,74,72,81
983,86,89,94
984,51,38,35
985,72,66,59
986,68,66,58
987,53,55,58
988,52,47,44
989,61,61,60
990,90,84,81
991,96,100,100
992,41,49,46
993,63,66,61
994,45,63,62
995,47,58,57
996,61,66,60
997,85,87,87
998,78,81,79
999,78,71,66
0,75,78,68
1,91,99,100
2,95,96,100
3,43,60,66
4,65,84,78
5,83,87,82
6,73,70,61
7,38,34,29
8,75,66,64
9,65,56,55
10,68,59,56
11,51,60,61
12,53,69,71
13,68,64,63
14,100,100,92
15,45,56,60
16,72,74,81
17,50,53,52
18,73,74,79
19,73,85,92
20,70,77,80
21,77,69,68
22,38,54,52
23,84,79,83
24,51,62,57
25,55,69,64
26,39,54,44
27,60,57,58
28,72,73,77
29,77,86,84
30,73,81,79
31,86,80,72
32,71,72,65
33,70,78,76
34,65,65,62
35,79,66,70
36,49,46,44
37,42,66,67
38,78,84,79
39,73,62,60
40,64,80,76
41,81,75,76
42,76,73,72
43,55,55,49
44,73,89,89
45,45,42,41
46,73,75,70
47,84,76,73
48,60,62,58
49,62,53,54
50,71,74,78
51,65,66,67
52,81,69,62
53,63,51,52
54,67,69,68
55,75,68,67
56,62,63,68
57,54,66,69
58,51,51,50
59,81,91,96
60,92,87,86
62,43,58,56
63,56,66,58
64,66,73,75
65,59,58,57
66,67,62,64
67,51,52,54
68,44,57,62
69,71,79,82
70,82,76,79
71,66,64,63
72,58,53,57
73,69,69,62
74,70,82,87
75,84,70,64
77,37,50,50
78,42,57,62
79,31,43,39
80,82,90,89
81,51,68,62
82,56,76,69
83,60,72,68
84,87,88,93
85,45,57,45
86,99,98,97
87,49,64,62
88,42,36,37
89,93,85,87
90,85,81,74
91,46,62,63
92,65,63,56
93,73,92,88
94,71,75,72
95,62,52,45
96,68,74,78
97,70,78,75
98,56,69,57
99,55,71,65
100,73,70,69
101,89,90,100
102,37,39,37
103,67,62,58
104,74,72,72
105,37,45,47
106,72,76,66
107,81,82,74
108,91,90,88
109,51,64,72
110,59,67,69
111,48,59,62
112,58,65,62
113,68,64,66
114,56,52,47
115,62,51,51
116,69,74,64
117,52,60,59
118,100,97,90
119,53,70,65
120,64,85,82
121,60,58,46
122,51,54,57
123,70,77,78
124,53,56,61
125,36,51,56
126,72,69,77
127,67,86,84
128,75,90,88
129,55,63,63
130,64,60,62
131,68,66,56
132,57,69,72
133,68,81,86
134,67,65,71
135,83,100,100
136,56,57,62
137,69,79,77
138,50,60,57
139,47,51,46
140,60,66,59
141,75,91,84
142,82,90,83
143,78,87,84
144,67,70,70
145,76,81,88
146,36,37,43
147,68,63,62
148,84,94,92
149,76,78,74
150,53,60,56
151,72,67,69
152,77,77,72
153,70,75,68
154,86,84,82
155,92,78,77
156,40,57,57
157,56,52,47
158,88,97,95
159,48,54,57
160,67,73,77
161,82,80,92
162,88,86,86
163,38,58,48
164,70,61,63
165,44,42,37
166,80,75,80
167,83,77,79
168,61,73,66
169,26,33,33
170,70,67,66
171,54,53,48
172,47,48,58
173,63,60,48
174,66,61,61
175,66,59,62
176,61,56,48
177,34,33,28
178,53,60,56
179,41,50,54
180,42,61,56
181,76,71,78
182,58,59,55
183,98,88,92
184,86,88,94
185,73,80,78
186,68,85,75
187,69,69,62
188,48,49,44
189,72,75,70
190,73,72,64
191,73,83,79
192,69,68,55
193,88,86,83
194,59,66,70
195,69,62,63
196,34,42,49
197,60,49,49
198,77,72,66
199,42,38,36
200,76,69,72
201,71,65,62
202,71,81,86
203,80,79,74
204,69,81,82
205,51,59,62
206,46,62,56
207,64,76,77
208,74,71,68
209,54,73,70
210,63,55,55
211,58,55,50
212,70,63,68
213,63,49,50
214,74,82,68
215,72,73,69
216,80,86,88
217,93,97,96
218,75,75,73
219,73,66,70
220,77,91,93
221,73,78,75
222,71,72,63
223,60,60,58
224,70,55,49
225,62,65,70
226,69,63,72
227,72,82,77
228,83,72,65
229,38,47,55
230,78,83,81
231,33,42,45
232,67,71,58
233,40,62,60
234,66,64,69
235,50,53,51
236,48,41,48
237,64,62,55
238,83,86,83
239,55,65,68
240,64,64,58
241,81,85,82
242,59,64,61
243,81,98,94
244,60,48,43
245,79,81,83
246,59,69,65
247,78,73,71
248,77,73,74
249,42,33,31
250,100,96,100
251,62,73,65
252,72,82,77
253,70,69,77
254,80,91,91
255,83,68,66
256,70,76,77
257,73,62,66
258,57,55,51
259,53,67,60
260,63,54,48
261,71,82,78
262,90,92,89
263,57,51,47
264,61,67,67
265,55,55,57
266,68,62,54
267,68,84,76
268,72,76,70
269,57,41,45
270,78,66,66
271,59,57,68
272,49,49,49
273,60,68,67
274,67,56,57
275,89,89,87
276,65,72,66
277,62,62,55
278,63,58,57
279,57,69,73
280,87,72,70
281,42,54,55
282,66,71,64
283,93,91,95
284,53,76,65
285,51,48,50
286,51,48,45
287,49,64,61
288,69,68,73
289,80,90,89
290,63,57,54
291,73,74,77
292,55,60,62
293,51,50,41
294,63,70,70
295,73,70,72
296,59,66,67
297,51,47,41
298,35,28,25
299,63,59,62
300,34,44,35
301,80,80,82
302,62,55,52
303,26,35,30
304,59,72,72
305,66,74,70
306,53,57,55
307,53,43,48
308,71,58,61
309,72,76,78
310,53,56,46
311,78,80,77
312,38,42,45
313,99,94,88
314,82,80,85
315,76,63,57
316,79,70,66
317,69,68,64
318,55,56,54
319,85,79,86
320,79,85,86
321,36,45,46
322,53,80,71
323,71,56,63
324,54,66,75
325,69,77,78
326,70,88,86
327,63,65,65
328,47,51,52
329,64,78,82
330,63,71,61
331,61,60,63
332,52,56,49
333,59,64,60
335,49,60,56
336,89,92,92
337,91,100,100
338,64,66,59
339,54,61,56
340,81,85,82
341,48,64,61
342,85,89,91
343,50,61,57
344,66,73,64
345,77,91,88
346,85,88,86
347,79,81,88
348,91,77,81
349,61,48,45
350,71,74,73
351,82,81,84
352,72,68,69
353,57,67,57
354,30,51,52
355,64,58,63
356,60,66,63
357,63,69,71
358,61,76,68
359,64,54,54
360,52,65,59
361,53,70,65
362,42,63,59
363,81,66,74
364,56,65,70
365,76,71,63
366,59,52,54
367,77,90,79
368,41,61,59
369,62,65,70
370,46,50,60
371,65,58,60
372,76,64,56
373,39,43,39
374,87,85,80
375,77,82,79
376,50,54,48
377,64,52,52
378,79,93,91
379,86,96,100
380,32,40,29
381,56,56,63
382,44,67,65
383,64,77,77
384,70,82,80
385,89,90,92
386,43,41,44
387,45,61,69
388,54,56,50
389,75,75,73
390,99,89,91
391,61,82,78
392,70,51,55
393,70,64,59
394,78,66,66
395,57,64,61
396,94,85,85
397,68,60,68
398,67,74,73
399,97,97,100
400,67,85,83
401,63,57,53
402,88,85,91
403,62,79,76
404,44,44,38
405,71,70,72
406,53,76,64
407,94,70,69
408,68,87,82
409,71,66,70
410,62,68,69
411,73,58,58
412,88,80,75
413,75,80,75
414,45,36,36
415,35,55,46
416,75,74,81
417,69,71,74
418,67,71,70
419,86,78,72
420,77,89,86
421,80,86,85
422,79,64,59
423,72,75,70
424,64,81,82
425,46,48,39
426,82,71,74
427,66,76,83
428,74,80,79
429,94,94,97
430,80,66,68
431,93,89,87
432,78,69,68
433,80,77,76
434,56,72,67
435,65,60,62
436,43,52,39
437,81,87,79
438,90,83,77
439,61,74,74
440,100,95,93
441,69,73,79
442,71,65,52
443,73,74,74
444,64,65,69
445,82,79,76
446,100,89,86
447,59,74,68
448,93,84,86
449,87,99,100
450,68,77,79
451,59,70,66
452,73,73,73
453,86,99,100
454,84,83,79
455,66,86,80
456,100,100,100
457,58,77,71
458,71,60,63
459,64,60,54
460,67,70,67
461,49,54,50
462,59,49,49
463,46,65,66
464,73,85,89
465,54,72,77
466,99,86,84
467,54,61,54
468,86,91,87
469,85,90,89
470,80,96,98
471,32,47,47
472,70,89,76
473,55,51,44
474,78,74,70
475,83,85,84
476,77,82,81
477,56,54,42
478,48,54,44
479,70,76,67
480,70,70,73
481,53,60,72
482,41,58,49
483,47,53,50
484,43,41,43
485,28,31,36
486,71,74,71
487,58,49,39
488,66,72,70
489,88,100,98
490,65,62,58
491,59,56,57
492,72,82,86
493,70,88,86
494,56,67,64
495,41,60,60
496,88,96,97
497,38,56,54
498,83,91,100
499,57,52,55
500,63,60,59
501,61,53,50
502,62,74,68
503,67,83,81
504,77,82,81
505,58,55,55
506,74,68,65
507,62,76,72
508,65,55,57
509,73,92,98
510,56,57,57
511,99,89,89
512,47,71,63
513,53,43,54
514,71,73,65
515,51,57,52
516,76,70,76
517,85,82,90
518,55,68,73
519,61,75,76
520,57,62,65
521,65,65,70
522,84,75,70
523,55,65,65
524,93,100,100
525,83,88,91
526,64,73,74
527,70,83,78
528,51,68,74
529,65,60,61
530,73,60,62
531,67,62,58
532,85,71,73
533,92,82,82
534,94,91,87
535,55,57,53
536,77,75,71
537,78,70,69
538,78,70,63
539,98,82,85
540,48,65,62
541,71,63,63
542,53,45,50
543,88,92,93
544,44,37,28
545,30,41,44
546,89,81,72
547,87,91,86
548,65,68,78
549,69,87,72
550,47,60,61
551,29,40,42
552,66,75,78
553,64,86,93
554,70,53,53
555,53,62,65
556,58,66,62
557,87,78,72
558,62,63,63
559,74,69,67
560,61,66,68
561,71,71,73
562,61,69,67
563,78,71,72
564,79,82,77
565,50,61,60
566,71,71,73
567,57,59,56
568,59,48,44
569,86,89,86
570,71,69,66
571,100,96,100
572,57,67,67
573,81,91,83
574,88,100,100
575,89,100,100
576,48,46,41
577,36,61,54
578,57,66,71
579,59,62,52
580,51,51,44
581,77,80,72
582,83,79,78
583,87,97,97
584,76,70,73
585,62,71,73
586,65,69,74
587,82,80,80
588,44,47,52
589,87,85,83
590,82,92,84
591,92,81,79
592,43,50,53
593,43,57,50
594,78,73,80
595,70,64,62
596,42,65,66
597,98,88,80
598,51,60,56
599,73,82,85
600,37,43,39
601,41,35,37
602,68,73,67
603,83,78,84
604,57,72,76
605,61,72,65
606,46,42,38
607,82,81,79
608,72,86,89
609,63,63,64
610,64,71,71
611,60,60,59
612,100,84,85
613,58,58,63
614,76,88,89
615,57,49,52
616,31,55,46
617,56,60,64
618,76,65,65
619,80,95,96
620,85,84,76
621,96,99,100
622,90,92,92
623,81,83,81
624,87,76,72
625,53,55,52
626,39,46,40
627,80,61,63
628,53,60,60
629,69,74,72
630,79,68,72
631,79,76,74
632,85,93,93
633,63,56,54
634,68,87,82
635,69,83,84
636,81,71,70
637,78,71,74
638,62,72,65
639,79,81,92
640,39,48,35
641,47,66,69
642,74,62,63
643,60,66,73
644,58,43,43
645,58,69,73
646,65,72,66
647,59,65,64
648,68,47,54
649,53,64,67
650,34,39,45
651,93,100,100
652,93,89,78
653,62,53,51
654,71,76,78
655,34,51,49
656,46,55,62
657,72,80,80
658,39,54,59
659,51,59,60
660,58,59,56
661,53,61,62
662,50,47,47
663,69,64,67
664,72,66,62
665,43,51,54
666,72,79,85
667,44,61,55
668,82,90,97
669,72,88,82
670,56,55,52
671,60,69,70
672,35,49,52
673,93,85,82
674,57,77,65
675,68,70,74
676,72,74,75
677,75,75,74
678,55,60,57
679,56,59,54
680,53,70,74
681,51,63,65
682,82,83,80
683,59,59,56
684,82,81,87
685,64,70,71
686,33,42,44
687,86,64,62
688,70,64,66
689,90,85,83
690,28,34,34
691,68,78,75
692,79,79,80
693,87,86,86
694,87,78,75
695,53,67,68
696,82,95,98
697,72,65,73
698,86,92,97
699,88,100,98
700,85,66,67
701,77,79,74
702,44,53,54
703,43,66,66
704,50,68,59
705,76,89,87
706,78,66,66
707,67,65,61
708,63,61,64
709,67,67,68
710,66,62,64
711,61,55,54
712,80,70,67
713,75,93,92
714,63,57,52
715,64,65,67
716,59,50,54
717,61,57,49
718,65,69,64
719,46,54,51
720,42,56,56
721,64,70,69
722,56,73,71
723,70,59,60
724,76,69,62
725,73,68,73
726,60,80,81
727,53,45,45
728,52,69,55
729,61,49,46
730,71,63,58
731,38,46,46
732,51,63,59
733,57,63,63
734,77,79,78
735,99,93,89
736,69,74,72
737,97,83,77
738,54,72,68
739,67,66,63
741,71,77,79
742,50,54,46
743,69,67,64
744,68,77,71
745,75,61,60
746,63,77,73
747,91,100,97
748,52,55,48
749,69,76,67
750,61,60,56
751,69,78,78
752,75,76,79
753,87,93,91
754,66,73,70
755,42,60,54
756,63,63,68
757,72,70,64
758,93,76,75
759,77,86,89
760,56,59,58
761,96,93,88
762,90,94,86
763,34,32,29
764,70,66,68
765,66,59,61
766,96,90,84
767,76,71,70
768,61,76,70
769,68,70,63
770,55,68,76
771,59,81,74
772,73,77,74
773,75,69,65
774,79,77,79
775,61,66,66
776,85,92,95
777,95,86,89
778,70,60,61
779,66,72,80
780,69,80,73
781,73,87,87
782,87,81,79
783,71,85,87
784,52,55,49
785,67,68,77
786,51,49,56
787,74,90,94
788,74,79,79
789,60,59,65
790,65,79,76
791,55,56,50
792,70,83,81
793,59,73,70
794,85,79,84
795,59,74,73
796,70,74,73
797,78,79,74
798,100,100,100
799,48,53,56
800,79,81,83
801,54,68,75
802,39,46,42
803,77,88,99
804,93,81,84
805,48,55,50
806,86,91,96
807,57,65,65
808,59,85,82
809,74,79,78
810,79,85,84
811,72,85,87
812,56,76,83
813,74,77,74
814,56,81,72
815,84,78,80
816,85,92,98
817,74,82,85
818,56,42,41
819,84,71,72
820,61,55,51
821,52,51,43
822,71,71,67
823,80,91,95
824,58,50,52
825,55,52,47
826,27,41,42
827,72,81,81
828,49,58,57
829,56,68,69
830,100,100,97
831,87,73,70
832,86,93,94
833,60,65,65
834,48,56,46
835,83,98,97
836,72,74,79
837,72,81,85
838,52,55,55
839,68,55,55
840,76,72,75
841,61,72,61
842,55,76,75
843,74,82,75
844,74,71,75
845,54,61,63
846,81,96,92
847,65,70,73
848,96,94,97
849,64,75,74
850,61,79,79
851,59,74,70
852,62,73,68
853,66,76,71
854,88,88,97
855,77,68,67
856,52,54,56
857,60,46,54
858,50,67,59
859,66,69,62
860,72,65,64
861,68,59,59
862,75,73,74
863,54,71,64
864,86,100,95
865,57,72,75
866,49,58,59
867,93,98,100
868,73,96,92
869,65,74,74
870,56,54,53
871,76,92,100
872,69,87,86
873,78,56,65
874,63,65,57
875,68,60,52
876,75,75,71
877,30,43,32
878,97,100,97
879,82,75,72
880,82,90,80
881,71,88,82
882,78,64,68
883,80,75,80
884,66,58,67
885,84,79,90
886,54,56,55
887,56,68,58
888,74,93,93
889,62,50,48
890,52,70,73
891,64,84,80
892,67,60,60
893,79,69,66
894,56,64,67
895,54,55,44
896,47,30,38
897,67,73,71
898,78,65,65
899,77,79,74
900,55,59,60
901,53,72,67
902,66,80,74
903,85,95,90
904,73,67,70
905,57,69,63
906,80,70,66
907,64,67,66
908,66,63,59
909,32,42,44
910,84,97,98
911,62,58,57
912,88,85,79
913,55,75,73
914,89,90,94
915,66,67,64
916,72,74,78
917,55,69,65
918,83,87,82
919,69,64,55
920,52,59,56
921,72,77,70
922,84,78,78
923,71,85,73
924,25,44,50
925,70,78,77
926,79,75,74
927,44,57,55
928,75,82,83
929,83,83,82
930,78,95,96
931,68,62,56
932,47,59,61
933,63,70,62
934,53,43,47
935,75,62,60
936,72,65,56
937,65,76,75
938,87,97,95
939,76,64,58
940,58,52,51
941,42,38,33
942,46,50,54
943,59,61,63
944,71,72,70
945,57,56,54
946,88,86,88
947,63,66,58
948,89,84,86
949,54,45,45
950,47,50,58
951,88,68,72
952,61,78,76
953,70,82,79
954,61,72,72
955,68,74,81
956,48,46,43
957,80,79,70
958,50,51,46
959,66,56,57
960,72,92,91
961,71,87,82
962,67,82,84
963,64,56,51
964,80,78,68
965,28,38,32
966,53,76,69
967,83,76,75
968,86,88,87
969,60,71,69
970,51,58,63
971,80,83,84
972,58,57,48
973,57,49,50
974,56,44,42
975,73,67,61
976,77,89,77
977,69,77,74
978,70,94,92
979,87,87,84
980,43,35,37
981,72,79,81
982,50,51,49
983,77,98,98
984,55,54,65
985,68,71,69
986,66,71,72
987,59,66,71
988,82,95,88
989,56,56,63
990,69,83,85
991,73,83,84
992,85,84,87
993,74,88,78
994,92,100,93
995,63,56,46
996,65,70,68
997,58,69,72
998,54,67,63
999,81,80,82
0,61,52,52
1,94,80,82
2,80,77,66
3,78,78,81
4,60,54,53
5,84,92,88
6,62,57,52
7,90,96,93
8,39,49,54
9,64,51,50
10,44,42,46
11,73,76,79
12,66,78,79
13,77,81,83
14,76,81,85
15,31,49,44
16,90,94,94
17,47,52,60
18,74,60,62
19,96,87,82
20,54,52,47
21,84,86,90
22,83,93,94
23,49,46,50
24,67,64,59
25,44,51,58
26,69,66,71
27,71,77,78
28,64,59,54
29,85,89,88
30,56,61,57
31,82,89,93
32,100,95,87
33,88,93,90
34,62,69,72
35,31,48,43
36,84,87,86
37,38,52,49
38,76,71,74
39,69,86,92
40,56,71,63
41,44,59,52
42,74,67,73
43,72,69,68
44,40,49,58
45,69,61,57
46,63,73,67
47,46,64,56
48,60,54,56
49,26,53,51
50,46,45,36
51,66,68,60
52,75,70,66
53,56,59,54
54,62,54,45
55,70,53,50
56,68,77,76
57,54,59,62
58,68,63,54
59,54,80,82
60,85,72,70
61,73,70,63
62,81,95,98
63,96,97,100
64,67,71,73
65,87,78,80
66,70,68,73
67,85,87,89
68,72,71,75
69,70,61,63
70,75,67,71
71,56,60,64
72,66,73,70
73,27,45,47
74,55,46,47
75,70,84,78
76,30,35,27
77,39,44,44
78,51,49,56
79,78,84,73
80,68,64,63
81,61,75,71
82,83,72,68
83,76,83,84
84,55,69,67
85,82,78,72
86,100,90,90
87,52,46,42
88,78,68,65
89,35,49,42
90,49,57,60
91,70,64,59
92,53,45,48
93,50,56,52
94,77,65,59
95,84,78,73
96,46,54,56
97,66,59,62
98,34,42,44
99,62,56,57
100,92,100,100
101,75,72,81
102,53,57,50
103,95,95,98
104,81,82,80
105,64,70,74
106,59,73,62
107,58,71,64
108,66,80,77
109,63,65,63
110,84,80,78
111,50,59,66
112,51,57,65
113,89,89,96
114,47,37,37
115,76,74,67
116,82,88,85
117,96,90,89
118,65,76,64
119,92,100,100
120,73,81,85
121,69,80,81
122,84,77,72
123,61,49,51
124,75,81,85
125,41,49,42
126,66,70,69
127,61,73,68
128,70,67,64
129,47,47,50
130,73,67,73
131,63,63,59
132,64,74,69
133,73,66,67
134,80,84,88
135,69,77,73
136,61,60,60
137,88,89,85
138,72,63,64
139,87,79,75
140,68,79,82
141,60,69,79
142,79,82,75
143,52,71,63
144,71,66,65
145,58,66,71
146,83,90,95
147,53,64,66
148,32,47,43
149,56,68,67
150,100,100,100
151,21,34,24
152,83,87,86
153,63,74,73
154,58,68,66
155,60,57,56
156,77,84,80
157,63,60,46
158,93,85,87
159,50,63,56
160,76,69,69
161,46,44,36
162,67,80,84
163,85,85,85
164,69,63,61
165,74,65,67
166,53,47,43
167,53,71,81
168,64,63,62
169,97,84,88
170,77,75,80
171,95,83,86
172,33,46,38
173,81,77,81
174,62,57,62
175,79,78,76
176,47,61,66
177,45,52,47
178,66,51,44
179,63,63,58
180,86,96,100
181,51,44,46
182,74,71,75
183,73,72,62
184,59,45,48
185,70,83,80
186,79,73,68
187,66,55,52
188,61,69,71
189,59,56,57
190,33,31,27
191,53,55,47
192,67,60,63
193,84,89,82
194,71,82,72
195,56,55,53
196,40,65,67
197,42,65,61
198,91,77,80
199,48,50,48
200,67,69,61
201,55,52,52
202,69,78,76
203,78,73,73
204,79,64,66
205,41,42,40
206,81,91,98
207,75,81,78
208,81,80,82
209,69,87,80
210,78,67,66
211,74,55,65
212,77,78,67
213,76,81,82
214,58,70,66
215,86,90,89
216,84,94,94
217,56,53,50
218,66,57,55
219,71,79,74
220,57,59,46
221,67,69,64
222,71,73,76
223,100,100,96
224,82,76,72
225,92,97,92
226,50,75,83
227,82,85,89
228,55,63,70
229,53,43,43
230,68,61,51
231,73,70,68
232,80,69,66
233,79,83,76
234,91,87,86
235,64,81,73
236,66,64,56
237,68,58,62
238,44,45,41
239,43,49,41
240,52,45,49
241,48,48,46
242,68,67,58
243,70,64,62
244,73,72,68
245,49,62,60
246,67,71,62
247,55,75,69
248,58,60,64
249,78,91,91
250,49,48,42
251,59,54,51
252,72,96,94
253,68,83,80
254,84,79,74
255,80,84,98
256,79,73,73
257,57,60,50
258,81,82,83
259,62,70,79
260,67,71,67
261,60,73,68
262,70,81,84
263,76,95,97
264,74,90,84
265,58,61,55
267,47,59,54
268,60,79,78
269,81,84,86
270,49,59,63
271,81,84,83
272,82,81,72
273,89,69,77
274,95,100,100
275,60,50,43
276,57,39,40
277,59,61,58
278,64,76,83
279,81,73,70
280,41,57,55
281,71,66,64
282,71,76,81
283,79,100,100
284,59,62,60
285,60,63,63
286,55,56,55
287,68,62,64
288,80,83,79
289,99,91,95
290,48,52,55
291,61,65,60
292,48,61,51
293,70,69,68
294,59,71,69
295,51,62,67
296,70,69,67
297,66,68,64
298,90,76,78
299,69,66,59
300,55,56,52
301,81,77,78
302,71,84,85
303,67,75,76
304,68,65,61
305,46,48,44
306,64,62,55
307,63,71,70
308,74,90,95
309,66,71,68
310,79,81,78
311,87,81,78
312,70,88,85
313,49,49,51
314,100,99,97
315,74,74,78
316,70,84,75
317,79,72,76
318,93,76,79
319,97,100,97
320,84,84,77
321,56,71,70
322,71,81,78
323,60,73,68
324,61,75,78
325,80,85,84
326,59,46,50
327,59,70,73
328,56,47,44
329,92,94,100
330,70,67,71
331,64,81,77
332,54,51,56
333,47,59,59
334,62,56,50
335,65,57,59
336,66,80,80
337,97,100,96
338,70,75,68
339,77,80,75
340,60,66,71
341,94,80,85
342,64,81,87
343,42,40,39
344,68,68,64
345,53,61,57
346,66,77,76
347,40,47,43
348,60,57,58
349,60,72,67
350,72,74,67
351,69,75,85
352,49,55,51
353,56,60,66
354,64,77,68
355,89,96,97
356,80,80,83
357,68,66,69
358,56,68,73
359,57,72,72
360,50,58,57
361,42,61,61
362,71,76,78
363,58,62,62
364,44,58,54
365,48,66,62
366,45,61,56
367,70,74,71
368,75,89,83
369,65,63,69
370,56,48,47
371,85,88,87
372,58,66,68
373,87,85,86
374,68,86,82
375,86,79,75
376,76,66,68
377,83,74,73
378,28,19,16
379,66,73,71
380,76,79,74
381,87,87,85
382,39,56,53
383,58,62,64
384,57,60,55
385,56,74,76
386,100,86,87
387,67,71,74
388,59,66,66
389,53,56,58
390,47,65,58
391,23,35,37
392,86,88,90
393,85,73,66
394,74,83,82
395,75,72,69
396,90,87,78
397,58,68,68
398,87,88,83
399,55,53,46
400,81,74,77
401,63,68,72
402,100,93,95
403,47,60,64
404,79,78,78
405,89,99,100
406,47,52,48
407,56,58,48
408,68,92,93
409,86,94,91
410,49,46,52
411,54,71,69
412,55,50,51
413,76,75,68
414,82,100,92
415,74,72,70
416,52,78,73
417,61,67,59
418,62,72,72
419,77,73,71
420,31,44,44
421,77,75,77
422,29,42,42
423,71,65,61
424,69,84,81
425,69,68,64
426,31,35,37
427,62,60,52
428,81,75,84
429,76,65,68
430,65,85,81
431,59,67,65
432,74,69,69
433,88,82,84
434,70,71,67
435,87,86,85
436,100,95,88
437,72,75,73
438,71,81,71
439,83,78,77
440,57,51,47
441,95,91,98
442,89,85,84
443,45,57,58
444,49,52,56
445,61,60,56
446,79,83,78
447,44,37,38
448,56,59,58
449,84,82,78
450,72,70,61
451,75,65,72
452,87,76,78
453,67,63,69
454,100,96,91
455,64,84,81
456,56,68,71
457,74,90,89
458,69,85,83
459,48,45,56
460,54,52,52
461,55,67,70
462,87,86,85
463,70,72,79
464,54,52,45
465,48,62,60
466,65,55,57
467,60,72,78
468,78,74,75
469,73,68,57
470,82,90,96
471,17,36,28
472,56,69,79
473,49,55,50
474,69,67,57
475,83,79,70
476,79,79,75
477,70,64,62
478,68,76,74
479,86,79,76
480,64,83,84
481,77,78,81
482,72,59,63
483,42,56,57
484,66,77,74
485,49,48,44
